id,i_dialog,i_utterance,speaker,utterance,Expected
448,57,1,Phoebe,"No they ran out of ""It’s a girl"" but I can fix this one,  See?",5
449,57,2,Monica,So  sexy.  Honey.,5
450,57,3,Chandler,Yea yea.,5
451,57,4,Monica,Honey why don’t you go lie down.,5
452,57,5,Chandler,"No, no, Ross and Rachel will be back soon and then I gotta  go to the office  Am I producing  them?",5
453,57,6,Joey,Why’re you so tired?,5
454,57,7,Chandler,"Couldn’t sleep last night you know, then I started worrying  about this big divisional meeting that I have later today, the more I worried  about it the more I couldn’t sleep.",5
455,57,8,Chandler,Y’know?,5
456,57,9,Chandler,"I was like, if I fall asleep  now I’ll get six hours sleep, but if I fall asleep now I’ll get five hours  sleep.",5
457,57,10,Chandler,Not matter what I did I couldn’t fall asleep.,5
458,57,11,Joey,"You know what you should’ve done, you should have told yourself  that little story.",5
459,57,12,Rachel,Hi!,5
460,57,13,Everyone,"Hi, welcome home!",5
461,58,0,Susan,"Oh, please! What's wrong with Helen?",5
462,58,1,Ross,Helen Geller? I don't think so.,5
463,58,2,Carol,Hello? It's not gonna be Helen Geller.,5
464,58,3,Ross,Thank you!,5
465,58,4,Fake Monica,"Monica, I started my day by peeing in front of twenty-five other women, and you're worried about who's gonna take you to the",5
466,58,5,Monica,"Well, not... worried, just... wondering.",5
467,58,6,Fake Monica,"There's nothing to wonder about, Monica.",5
468,58,7,Fake Monica,"You're gonna go back to being exactly who you were, because that's who you are.",5
469,58,8,Monica,Not necessarily...,5
470,58,9,Fake Monica,"Yes necessarily! I mean, I dunno what it is, maybe it's the Amish thing.",5
471,58,10,Monica,"Um, I'm not actually Amish.",5
472,58,11,Fake Monica,Really? Then why are you like that?,5
473,59,0,Phoebe,I cannot believe I can't find a selfless good deed!,5
474,59,1,Phoebe,Y'know that old guy that lives next to me?,5
475,59,2,Phoebe,"Well, I snuck over there and-and raked up all the leaves on his front stoop.",5
476,59,3,Phoebe,But he caught me and force-fed me cider and cookies.,5
477,59,4,Phoebe,Then I felt wonderful.,5
478,59,5,Phoebe,That old jackass!,5
479,59,6,Rachel,Maybe Joey's right. Maybe all good deeds are selfish.,5
480,59,7,Chandler,"I'm sorry but, ow-owww-owww!",5
481,59,8,Monica,You've been lying to me? I can't believe you'd do that.,5
482,59,9,Ross,"Well, maybe he just didn't want to hurt your feelings.",5
483,59,10,Monica,But the minute we start to lie to each other?  And by 'we' I mean society.,5
484,60,0,Ross,"There you go! Good enough for your party, huh?",5
485,60,1,Rachel,Sure.,5
486,60,2,Ross,Yep?,5
487,60,3,Rachel,"Sure, I?ll just sit next to the trans-sexual from purchasing.",5
488,60,4,Ross,"Okay, come on! All right, I gotta go! So good luck at the party. Okay?",5
489,60,5,Rachel,"Oh wait, Ross, would you just stay and help me get dressed?",5
490,60,6,Ross,"Sure, okay.",5
491,60,7,Rachel,"Okay. Okay, great! Umm, okay, just turn around.",5
492,60,8,Ross,What?,5
493,60,9,Rachel,I don?t want you to see me naked!,5
494,60,10,Ross,"Rachel, I?ve seen you naked a million times.",5
495,60,11,Ross,I ate hot fudge off you naked.,5
496,60,12,Ross,"Remember, I-I sucked that mini-marshmallow out of your belly button?",5
497,60,13,Phoebe,Nah-ha!,5
498,61,0,Joey,Here it is! Our last pizzas together as roommates.,5
499,61,1,Chandler,"Oh, I wish I?d know you were going to do that, I ordered Chinese.",5
500,61,2,Joey,Oh that?s okay.,5
501,61,3,Joey,"Hey, actually in a way it?s kinda nice.",5
502,61,4,Joey,"Me, bringing the food of my ancestors, you, the food of yours!",5
503,61,5,Chandler,"Say, Joe, I had a strange idea of what we could do for our last night.",5
504,61,6,Chandler,"What do you say we play a little uh, foosball for money?",5
505,61,7,Joey,"What, are you crazy?",5
506,61,8,Joey,You haven?t beaten me once since my injury plagued ?97 season.,5
507,61,9,Joey,It would be easier if you just give me your money.,5
508,61,10,Chandler,Yes it would. What do you say to $50?,5
509,61,11,Joey,"Okay, you?re on.",5
510,61,12,Chandler,"Okay, let?s play! The big game, Italy vs. China, apparently.",5
511,62,0,Chandler,"It?s not a big deal. It?s, just it?s right here,  and it?s all the time.",5
512,62,1,Joanna,"Well, thanks again for lunch.",5
513,62,2,Chandler,"Yes, this, this was pleasant.",5
514,62,3,Monica,"No honey, I?m sorry, but the weekend?s not over yet.",5
515,62,4,Rachel,"Oh.  Oh my God, is that Phoebe?",5
516,62,5,Monica,I guess they?re back from their date.,5
517,62,6,Rachel,Music. Very nice.,5
518,62,7,Monica,Oh my God!,5
519,62,8,Rachel,"So, how are you?",5
520,62,9,Monica,I am good. I finished my book.,5
521,62,10,Rachel,"Oh yeah, what?s it about?",5
522,62,11,Monica,I don?t remember. Do you wanna take a walk?,5
523,62,12,Rachel,"Yeah, I do.",5
524,63,0,Joey,"Okay, now the Mastodon is from the semi-late Jurassic period.",5
525,63,1,Smart Kid,Isn?t the Mastodon from the Pliocene Epic?,5
526,63,2,Joey,Shhh!,5
527,63,3,Joey,"This is a museum, no talking.",5
528,63,4,Joey,"Right down here,  we have a large foot.",5
529,63,5,Joey,"Uhh, and over here we have Ross Geller.",5
530,63,6,Joey,Everyone wave ?Hi? to Ross.,5
531,63,7,Joey,"Ross is one of our most important scientists, look at him, hard at work.",5
532,63,8,Joey,"Okay, moving right along.",5
533,63,9,Joey,Come on.,5
534,64,0,Chandler,I can't believe it! We're here!,5
535,64,1,Monica,"Ooh, chocolates on the pillows! I love that!",5
536,64,2,Chandler,"Oh, you should live with Joey,",5
537,64,3,Monica,"Come here.  Okay, be right back.",5
538,64,4,Chandler,"Oh yes! Monica, get in here! There's a high-speed car chase on!",5
539,64,5,Monica,We're switching rooms.,5
540,64,6,Chandler,"Oh dear God, they gave us glasses!",5
541,64,7,Monica,"No, they gave us glasses with lipstick on them!",5
542,64,8,Monica,"I mean, if they didn't change the glasses, who knows what else they didn't change.",5
543,64,9,Monica,"Come on sweetie, I just want this weekend to be perfect, I mean we can change rooms, can't we?",5
544,65,0,Rachel,Okay! I?m ready.,5
545,65,1,Ross,You sure?,5
546,65,2,Rachel,"Yes, I?ve done my studying and I really know my stuff.",5
547,65,3,Ross,All right then.  Rachel Green! Let?s play Bamboozled!  How do you test the temperature of the baby?s bath water?,5
548,65,4,Rachel,"Uh, put your elbow in it.",5
549,65,5,Ross,Excellent! How do you put a baby down for a nap?,5
550,65,6,Rachel,"Full, dry, on its back, and no loose covers.",5
551,65,7,Ross,"That?s correct! This is an audio question, what do you do when the baby makes this sound?",5
552,65,8,Rachel,"Check if it?s wet, check if it?s hungry, burp it!",5
553,65,9,Ross,"Excellent! Excellent, now-now do you want another question or a Wicked Wango card?",5
554,65,10,Rachel,A card! A card! I pick a card!,5
555,65,11,Ross,"Oh, I?m sorry you?ve been Bamboozled! You?re gonna be a terrible mother!  I?ve lost sight of why we?re doing this!",5
556,66,0,Ross,she came and dragged me out of the labor room to ask me why I?m not with Rachel.,5
557,66,1,Phoebe,Yeah.  Why aren?t you with Rachel?,5
558,66,2,Ross,"Are you kidding? Look, we?re not gonna be together just because we?re having a baby. Okay?",5
559,66,3,Phoebe,But y?know what? It just seems that you two belong together.,5
560,66,4,Ross,"Okay, stop it! I can?t deal with this right now. I have to go have a baby.",5
561,66,5,Phoebe,Right. And with who again?,5
562,66,6,Joey,God. He?s crazy! Why doesn?t he want to be with Rachel?,5
563,66,7,Phoebe,I know!,5
564,66,8,Joey,"I mean seriously, she?s like the perfect woman.",5
565,66,9,Joey,"I mean I know she turned me down, but if she hadn?t and wanted to be with me, I would take her in my arms and?  I haven?t bummed you guys out like this in a while have I?",5
566,67,0,Joey,"Hey! Hey alright! Hey, glad you could make it     Thanks for coming.",5
567,67,1,Monica,Oh my God! Kyle Lowder!,5
568,67,2,Kyle Lowder,Hi.,5
569,67,3,Monica,I love you!,5
570,67,4,Joey,"Hey, that's why I didn't invite you.",5
571,67,5,Joey,"you have to calm down, alright...    go, go get yourself a drink or something...",5
572,67,6,Monica,Oh yeah that's what you want - my inhibitions lowered.,5
573,67,7,Phoebe,Hey!,5
574,67,8,Monica,"Oh my God, can you believe we are surrounded by all    this? I can barely control myself.",5
575,67,9,Phoebe,"Monica, you might want to remember that you are married. Where",5
576,67,10,Monica,Oh my God! Chandler!,5
577,68,0,Joey,Oh yeah.,5
578,68,1,Rachel,Ahhhh?.,5
579,68,2,Joey,Ahhh??  Eh?,5
580,68,3,Rachel,Uh-huh.,5
581,68,4,Monica,Hey guys!,5
582,68,5,Rachel,Hey!,5
583,68,6,Joey,Hey!,5
584,68,7,Monica,Do you guys know what happened to Chandler?s barcalounger?,5
585,68,8,Rachel,"Oh yeah, Joey broke it. Had to get rid of it.",5
586,68,9,Monica,Are you kidding?! I get a,5
587,69,0,Monica,Thank you. So what does this Bob guy look like? Is he tall? Short?,5
588,69,1,Joey,Yep.,5
589,69,2,Monica,Which?,5
590,69,3,Monica,What is the big deal?,5
591,69,4,Chandler,It's weird! In a doctor's office?,5
592,69,5,Monica,It's not ok to do it in a doctor's office but it is ok to do    it in a parked car behind a Taco Bell?,5
593,69,6,Chandler,"I cannot believe Ross told you that!     And in my defense, it was a Wendy's!",5
594,69,7,Monica,"Look, I don't wanna do this test either, but I really do think    it's a good idea!",5
595,69,8,Chandler,"Yeah, ok. I'm sure that doctor's office can't be worst than    on a class trip to the Hershey's factory!",5
596,69,9,Monica,OH!,5
597,69,10,Chandler,"Oh, yeah! RACHEL TALKS TOO!",5
598,70,0,Joey,I hate this woman!!,5
599,70,1,Joey,I hate her!,5
600,70,2,Joey,"She told everyone in the company about that info-mercial, and now they all keep asking me to open their drinks.",5
601,70,3,Joey,"Okay, and whenever I can?t do it, they?re all like-like laughing at me.",5
602,70,4,Ross,Hello.,5
603,70,5,Chandler and Joey,Hey!,5
604,70,6,Ross,So Rachel called. Wants to see me. Going over in a minute.,5
605,70,7,Joey,"Wow, what-what do you think she wants?",5
606,70,8,Ross,"Well, maybe the crazy fog has lifted and she realises that life without me.... a-sucks.",5
607,70,9,Chandler,"It?s possible. You are very loveable, I?d miss you if I broke up with you.  I was just trying to be supportive.",5
608,70,10,Ross,Then be supportive like a guy.,5
609,70,11,Chandler,"If I broke up with you, I?d miss you.",5
610,71,0,Monica,"Okay Phoebe, we should probably go back now.",5
611,71,1,Phoebe,"Please don't leave me, I'll be lonely.",5
612,71,2,Monica,Stop it. Stop! Okay let's go. We can be strong.,5
613,71,3,Phoebe,"Yeah, okay.",5
614,71,4,Monica,"Oh my god! Did you hear that? She said Monica!  Oooh, I can't leave her!",5
615,71,5,Phoebe,"You know if you want, we can sneak the dog back in and Chandler wouldn't even know.",5
616,71,6,Monica,That's not gonna work.,5
617,71,7,Phoebe,I've had that dog there for three days and Chandler had no idea. He's not so smart.,5
618,71,8,Monica,Hey! I didn't know either.,5
619,71,9,Phoebe,"Yeah, but you kinda knew that something was going on, didn't you?",5
620,71,10,Monica,"Yeah, I knew.",5
621,72,0,Monica,"Hey, guess what I'm doing this weekend! I'm going to this culinary fair in New Jersey.",5
622,72,1,Phoebe,"Oh weird, Chandler just told us he's got a conference there!",5
623,72,2,Monica,"Oh now that-that-that's funny, it seems like Chandler's conference could've been in Connecticut or Vermont.",5
624,72,3,Chandler,I'm not in charge of where the conference is held.,5
625,72,4,Chandler,Do you want people to think it's a fake conference?,5
626,72,5,Chandler,It's a real conference.,5
627,72,6,Ross,Hey.,5
628,72,7,Joey,Hey!,5
629,72,8,Monica,Hey.,5
630,72,9,Ross,Is Rachel here? I gotta talk to her.,5
631,72,10,Monica,"No, she's out shopping.",5
632,73,0,Chandler,"Shhhhhhhhh!!!  I?m sorry, I thought maybe I?d make some warm milk and it would help me sleep.",5
633,73,1,Monica,With a wok?  I thought you were going to read my boring book to put you asleep.,5
634,73,2,Chandler,It got interesting! Damn you Oprah!,5
635,73,3,Monica,"Here, let me make the milk, I?m up anyway.",5
636,73,4,Chandler,"Hey, y?know what we can do?",5
637,73,5,Chandler,"Y?know, now that we are up?",5
638,73,6,Chandler,"We can just like talk to each other all night long, y?know like we did when we were first going out.",5
639,73,7,Chandler,It?d be fun!,5
640,73,8,Monica,Okay that does sound like fun.,5
641,73,9,Chandler,"Okay, so how bummed were you when the second sister died huh?",5
642,73,10,Monica,The second sister dies?!,5
643,73,11,Chandler,"No. No, I-I was, I was talking about the book I was reading.",5
644,73,12,Monica,The second sister dies in,5
645,73,13,Chandler,That?s correct.,5
646,74,0,Ross,Look at it this way:,5
647,74,1,All,Hey!,5
648,74,2,Joey,You're a lucky man.,5
649,74,3,Joey,You know what I miss the most about her?,5
650,74,4,Joey,That cute nibbly noise when she eats.,5
651,74,5,Joey,"Like a happy little squirrel, or a weasel.",5
652,74,6,Bob,"Huh, I never really noticed.",5
653,74,7,Joey,"Oh, yeah, yeah, listen for it.",5
654,74,8,Bob,"Monica, Monica is great.",5
655,74,9,Joey,"Yeah, but it's not gonna last. She's too much for me in bed. Sexually.",5
656,75,0,Chandler,You're shooting with Althea?!,5
657,75,1,Ross,Althea is correct.,5
658,75,2,Chandler,Nice shooting!,5
659,75,3,Rachel,We?ll take Literature!!,5
660,75,4,Ross,"Every week, the TV Guide comes to Chandler and Joey?s apartment. What name appears on the address label?",5
661,75,5,Rachel,Chandler gets it! It?s Chandler Bing!,5
662,75,6,Monica,No!!,5
663,75,7,Ross,I?m afraid the TV Guide comes to Chinandolor Bong.,5
664,75,8,Monica,I knew that! Rachel! Use you?re head!,5
665,75,9,Chandler,"Actually, it?s Miss Chinandolor Bong.",5
666,76,0,Monica,Phoebe did the signs!,5
667,76,1,Rachel,Oh you guys thanks for doing this.,5
668,76,2,Phoebe,Look at all the stuff people sent!,5
669,76,3,Rachel,Oh Ah!,5
670,76,4,Rachel,"Oh my gosh there’s  something every mother needs, a giant stuffed gorilla that takes up the entire  apartment!",5
671,76,5,Rachel,What are people thinkˇ  Oh you guys I love it.,5
672,76,6,Joey,Hey so where’s Ross?,5
673,76,7,Rachel,He’s downstairs getting the rest of the stuff out of the  cab.,5
674,76,8,Joey,Is he still mad at us?,5
675,76,9,Rachel,"Well, you more then me, but he can’t stay to mad at me. I  mean, I just had his baby.",5
676,76,10,Joey,That’s not fair! I can’t do that.,5
677,76,11,Rachel,"Yeah, I’m not so sure you should be here when he comes up.",5
678,76,12,Joey,"See this is what I was afraid of, I didn’t think I should be  here either but somebody  said he’d be over it by now.",5
679,76,13,Chandler,"Hey, what do I know? I wanted to get a bigger gorilla.",5
680,77,0,Rachel,I cannot believe that you didn?t tell me that we are still married!!,5
681,77,1,Ross,Look I was going to tell you!,5
682,77,2,Rachel,When?! After the birth of our first secret child?!  Ross didn?t get the annulment; we are still married.,5
683,77,3,Chandler,What?,5
684,77,4,Monica,You?re kidding!,5
685,77,5,Phoebe,Oh my God!!,5
686,77,6,Monica,Ross!,5
687,77,7,Ross,"Okay, maybe it wasn?t my best decision. But I just couldn?t face another failed marriage.",5
688,77,8,Chandler,"Okay, let me just jump in and ask, at what point did you think this was a successful marriage?",5
689,77,9,Ross,"Rach, come on, if you think about it, it?s actually kinda funny.  Okay, maybe it?s best not to think about it.",5
690,77,10,Phoebe,"Okay,",5
691,77,11,Ross,"Phoebe, I told her you already knew.",5
692,77,12,Phoebe,Another lie. You have a sickness!,5
693,77,13,Chandler,"Ross, just for my own piece of mind, you?re not married to anymore of us are ya?",5
694,78,0,Joshua,"So, these will match the jacket you picked out for me last week?",5
695,78,1,Rachel,Um-hmm.  There we go. There it is.,5
696,78,2,Rachel,Oh yeah? Fine.,5
697,78,3,Ross,"Hey, y?know, y?know what would make me really happy?",5
698,78,4,Rachel,"Oh yeah, no, what?s that?",5
699,78,5,Ross,"If like the four of us could all y?know, hang out together.",5
700,78,6,Ross,"Uh, in fact Emily?s coming into town this weekend, why don?t you say we all have dinner?",5
701,78,7,Ross,"Say, Sunday night?",5
702,78,8,Rachel,That would be great!,5
703,78,9,Ross,"Yeah, all right, it?s a date.",5
704,78,10,Rachel,Hang in there. You hang in there.,5
705,78,11,Ross,Did you say something?,5
706,78,12,Rachel,"No, just singing.",5
707,79,0,Casting Director #1,Whenever you?re ready.,5
708,79,1,Joey,"Okay. ""Hey, Timmy, I?ve got a surprise for you.""",5
709,79,2,Casting Director #1,"Hold it. I?m sorry, the surprise is a new swing set, if you could play it a little less?intense?",5
710,79,3,Chandler,"Y'know, when you say partner it doesn't sound cop. It, it sounds gay.",5
711,79,4,Ross,"Umm, jealous!",5
712,79,5,Gary,"Hey, do you mind? We're under cover here.",5
713,79,6,Ross,"Yeah, no problem.",5
714,79,7,Gary,Ross!,5
715,79,8,Ross,"Sorry! Sorry! Oh,  there!  Hey Gary, who am I? Phone home!",5
716,79,9,Chandler,Look at Officer Ross riding back here with the visitors.,5
717,79,10,Joey,"Yeah, what's up with that Serpico?",5
718,80,0,Monica,"Ooh, candy bars, crossword puzzles",5
719,80,1,Phoebe,"Ooh,",5
720,80,2,Chandler,Condoms?,5
721,80,3,Joey,You don't know how long we're gonna be in here!,5
722,80,4,Chandler,And condoms are the way to do that?,5
723,80,5,Ross,"Anyway it-it kinda-it all boils down to this, the last time I talked to Emily",5
